"ID","Description","GeneRatio","pvalue","p.adjust","qvalue","Count","pathway_category","target_group","GeneRatio_numeric"
"GO:0051546","keratinocyte migration","5/2928",0.258483080354004,0.537870207290785,0.427456659642345,5,"migration","TEAD1-only",0.00170765027322404
"GO:0048662","negative regulation of smooth muscle cell proliferation","11/2928",0.265611777189986,0.551153750845139,0.438013368452372,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:1902806","regulation of cell cycle G1/S phase transition","39/2928",0.273421996819689,0.56151694106798,0.446249211627636,39,"proliferation","TEAD1-only",0.0133196721311475
"GO:0010573","vascular endothelial growth factor production","9/2928",0.277202259685158,0.56151694106798,0.446249211627636,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","9/2928",0.277202259685158,0.56151694106798,0.446249211627636,9,"apoptosis","TEAD1-only",0.00307377049180328
"GO:0060253","negative regulation of glial cell proliferation","4/2928",0.278765929850917,0.56151694106798,0.446249211627636,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0072677","eosinophil migration","4/2928",0.278765929850917,0.56151694106798,0.446249211627636,4,"migration","TEAD1-only",0.00136612021857923
"GO:0090026","positive regulation of monocyte chemotaxis","4/2928",0.278765929850917,0.56151694106798,0.446249211627636,4,"migration","TEAD1-only",0.00136612021857923
"GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","4/2928",0.278765929850917,0.56151694106798,0.446249211627636,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:1902808","positive regulation of cell cycle G1/S phase transition","14/2928",0.281452693561681,0.565965695038405,0.449784729092616,14,"proliferation","TEAD1-only",0.00478142076502732
"GO:2001234","negative regulation of apoptotic signaling pathway","46/2928",0.287886872062036,0.576205647689722,0.457922632802276,46,"apoptosis","TEAD1-only",0.0157103825136612
"GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","7/2928",0.288890773450542,0.576417935698013,0.458091342505242,7,"apoptosis","TEAD1-only",0.00239071038251366
"GO:0097284","hepatocyte apoptotic process","5/2928",0.299302477468191,0.582916872807432,0.463256183223992,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0008637","apoptotic mitochondrial changes","22/2928",0.301598348968475,0.582916872807432,0.463256183223992,22,"apoptosis","TEAD1-only",0.00751366120218579
"GO:0032908","regulation of transforming growth factor beta1 production","3/2928",0.301899326656772,0.582916872807432,0.463256183223992,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0060397","growth hormone receptor signaling pathway via JAK-STAT","3/2928",0.301899326656772,0.582916872807432,0.463256183223992,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:2000035","regulation of stem cell division","3/2928",0.301899326656772,0.582916872807432,0.463256183223992,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:2000347","positive regulation of hepatocyte proliferation","3/2928",0.301899326656772,0.582916872807432,0.463256183223992,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0010665","regulation of cardiac muscle cell apoptotic process","9/2928",0.305883007853664,0.587541590547868,0.466931542763002,9,"apoptosis","TEAD1-only",0.00307377049180328
"GO:0046633","alpha-beta T cell proliferation","9/2928",0.305883007853664,0.587541590547868,0.466931542763002,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0043523","regulation of neuron apoptotic process","48/2928",0.311142339712352,0.596799174550389,0.474288737640942,48,"apoptosis","TEAD1-only",0.0163934426229508
"GO:0045840","positive regulation of mitotic nuclear division","10/2928",0.311782971124829,0.596799174550389,0.474288737640942,10,"proliferation","TEAD1-only",0.00341530054644809
"GO:0007094","mitotic spindle assembly checkpoint signaling","11/2928",0.316553206000307,0.601980036346342,0.478406076447494,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:0070849","response to epidermal growth factor","11/2928",0.316553206000307,0.601980036346342,0.478406076447494,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:0071174","mitotic spindle checkpoint signaling","11/2928",0.316553206000307,0.601980036346342,0.478406076447494,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:0045839","negative regulation of mitotic nuclear division","13/2928",0.323697349966471,0.610523337351699,0.485195615746321,13,"proliferation","TEAD1-only",0.00443989071038251
"GO:0033599","regulation of mammary gland epithelial cell proliferation","4/2928",0.326616574189841,0.610523337351699,0.485195615746321,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0035729","cellular response to hepatocyte growth factor stimulus","4/2928",0.326616574189841,0.610523337351699,0.485195615746321,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:1900119","positive regulation of execution phase of apoptosis","4/2928",0.326616574189841,0.610523337351699,0.485195615746321,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:1901163","regulation of trophoblast cell migration","4/2928",0.326616574189841,0.610523337351699,0.485195615746321,4,"migration","TEAD1-only",0.00136612021857923
"GO:0010574","regulation of vascular endothelial growth factor production","8/2928",0.32973253444296,0.614600673648326,0.488435959847872,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","8/2928",0.32973253444296,0.614600673648326,0.488435959847872,8,"apoptosis","TEAD1-only",0.00273224043715847
"GO:0044839","cell cycle G2/M phase transition","32/2928",0.339156716049265,0.628545219360625,0.499517980844039,32,"proliferation","TEAD1-only",0.0109289617486339
"GO:2000269","regulation of fibroblast apoptotic process","5/2928",0.341019440936229,0.628904035980244,0.499803139887183,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0090068","positive regulation of cell cycle process","50/2928",0.357488587086962,0.645557095340436,0.513037673108104,50,"proliferation","TEAD1-only",0.0170765027322404
"GO:0010838","positive regulation of keratinocyte proliferation","3/2928",0.360194242787111,0.645557095340436,0.513037673108104,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0032905","transforming growth factor beta1 production","3/2928",0.360194242787111,0.645557095340436,0.513037673108104,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0033083","regulation of immature T cell proliferation","3/2928",0.360194242787111,0.645557095340436,0.513037673108104,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0033084","regulation of immature T cell proliferation in thymus","3/2928",0.360194242787111,0.645557095340436,0.513037673108104,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0033314","mitotic DNA replication checkpoint signaling","3/2928",0.360194242787111,0.645557095340436,0.513037673108104,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0034350","regulation of glial cell apoptotic process","3/2928",0.360194242787111,0.645557095340436,0.513037673108104,3,"apoptosis","TEAD1-only",0.00102459016393443
"GO:2000271","positive regulation of fibroblast apoptotic process","3/2928",0.360194242787111,0.645557095340436,0.513037673108104,3,"apoptosis","TEAD1-only",0.00102459016393443
"GO:0046640","regulation of alpha-beta T cell proliferation","8/2928",0.361509074219823,0.646738422379961,0.513976498318007,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0033048","negative regulation of mitotic sister chromatid segregation","11/2928",0.369472690642873,0.656752654270894,0.521935017036758,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","11/2928",0.369472690642873,0.656752654270894,0.521935017036758,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:2000107","negative regulation of leukocyte apoptotic process","11/2928",0.369472690642873,0.656752654270894,0.521935017036758,11,"apoptosis","TEAD1-only",0.0037568306010929
"GO:2000816","negative regulation of mitotic sister chromatid separation","11/2928",0.369472690642873,0.656752654270894,0.521935017036758,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:0044818","mitotic G2/M transition checkpoint","12/2928",0.370941619257119,0.656752654270894,0.521935017036758,12,"proliferation","TEAD1-only",0.00409836065573771
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","13/2928",0.372041765527697,0.656752654270894,0.521935017036758,13,"apoptosis","TEAD1-only",0.00443989071038251
"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","21/2928",0.37387561200293,0.656752654270894,0.521935017036758,21,"proliferation","TEAD1-only",0.00717213114754098
"GO:0034349","glial cell apoptotic process","4/2928",0.374875036520291,0.656752654270894,0.521935017036758,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:0070230","positive regulation of lymphocyte apoptotic process","4/2928",0.374875036520291,0.656752654270894,0.521935017036758,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:0060396","growth hormone receptor signaling pathway","5/2928",0.383092064194589,0.664850098505449,0.528370224670914,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0090025","regulation of monocyte chemotaxis","5/2928",0.383092064194589,0.664850098505449,0.528370224670914,5,"migration","TEAD1-only",0.00170765027322404
"GO:1905564","positive regulation of vascular endothelial cell proliferation","5/2928",0.383092064194589,0.664850098505449,0.528370224670914,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0007064","mitotic sister chromatid cohesion","7/2928",0.391412418566905,0.672583824935814,0.534516378188438,7,"proliferation","TEAD1-only",0.00239071038251366
"GO:1902692","regulation of neuroblast proliferation","10/2928",0.395836405429456,0.675183710595831,0.536582561488087,10,"proliferation","TEAD1-only",0.00341530054644809
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","11/2928",0.396340420982122,0.675183710595831,0.536582561488087,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:2000401","regulation of lymphocyte migration","12/2928",0.396564753944658,0.675183710595831,0.536582561488087,12,"migration","TEAD1-only",0.00409836065573771
"GO:0045931","positive regulation of mitotic cell cycle","25/2928",0.40730261517187,0.692250682535073,0.550146039658972,25,"proliferation","TEAD1-only",0.00853825136612022
"GO:0007088","regulation of mitotic nuclear division","24/2928",0.408450164830746,0.694001744320515,0.551537644941225,24,"proliferation","TEAD1-only",0.00819672131147541
"GO:0033079","immature T cell proliferation","3/2928",0.417678437751539,0.694685994188057,0.552081432566522,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0033080","immature T cell proliferation in thymus","3/2928",0.417678437751539,0.694685994188057,0.552081432566522,3,"proliferation","TEAD1-only",0.00102459016393443
"GO:0110075","regulation of ferroptosis","3/2928",0.417678437751539,0.694685994188057,0.552081432566522,3,"apoptosis","TEAD1-only",0.00102459016393443
"GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","3/2928",0.417678437751539,0.694685994188057,0.552081432566522,3,"apoptosis","TEAD1-only",0.00102459016393443
"GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","3/2928",0.417678437751539,0.694685994188057,0.552081432566522,3,"apoptosis","TEAD1-only",0.00102459016393443
"GO:0097194","execution phase of apoptosis","16/2928",0.417807605233626,0.694685994188057,0.552081432566522,16,"apoptosis","TEAD1-only",0.00546448087431694
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","14/2928",0.420106270754223,0.694685994188057,0.552081432566522,14,"proliferation","TEAD1-only",0.00478142076502732
"GO:0033047","regulation of mitotic sister chromatid segregation","12/2928",0.422291584480353,0.694685994188057,0.552081432566522,12,"proliferation","TEAD1-only",0.00409836065573771
"GO:0033033","negative regulation of myeloid cell apoptotic process","4/2928",0.422795268973209,0.694685994188057,0.552081432566522,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:0035234","ectopic germ cell programmed cell death","4/2928",0.422795268973209,0.694685994188057,0.552081432566522,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:0071605","monocyte chemotactic protein-1 production","4/2928",0.422795268973209,0.694685994188057,0.552081432566522,4,"migration","TEAD1-only",0.00136612021857923
"GO:0071637","regulation of monocyte chemotactic protein-1 production","4/2928",0.422795268973209,0.694685994188057,0.552081432566522,4,"migration","TEAD1-only",0.00136612021857923
"GO:0002686","negative regulation of leukocyte migration","10/2928",0.42423307995739,0.694685994188057,0.552081432566522,10,"migration","TEAD1-only",0.00341530054644809
"GO:0036120","cellular response to platelet-derived growth factor stimulus","5/2928",0.425023523913928,0.694685994188057,0.552081432566522,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0036336","dendritic cell migration","5/2928",0.425023523913928,0.694685994188057,0.552081432566522,5,"migration","TEAD1-only",0.00170765027322404
"GO:0071378","cellular response to growth hormone stimulus","5/2928",0.425023523913928,0.694685994188057,0.552081432566522,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","5/2928",0.425023523913928,0.694685994188057,0.552081432566522,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","8/2928",0.425654597979266,0.694685994188057,0.552081432566522,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0040018","positive regulation of multicellular organism growth","6/2928",0.425881544930646,0.694685994188057,0.552081432566522,6,"proliferation","TEAD1-only",0.00204918032786885
